pagina,endereco,preco,area,quartos,banheiros,vagas,tipo,area_m2,preco_venda,qtd_quartos,qtd_vagas,preco_m2
29,"Apartamento para comprar com 88 m², 3 quartos, 2 banheiros, 2 vagas em
Vila Machado, Jacareí",R$ 450.000 Cond. R$ 520 • IPTU R$ 43,"Tamanho do imóvel
88 m²","Quantidade de quartos
3","Quantidade de banheiros
2","Quantidade de vagas de garagem
2",Apartamento,88.0,450000.0,3.0,2.0,5113.636363636364
29,"Casa de condomínio para comprar com 1000 m² em
Chácaras Rurais Guararema, Jacareí",R$ 100.000 Cond. R$ 100,"Tamanho do imóvel
1000 m²",,,,Casa,1000.0,100000.0,,,100.0
29,"Apartamento para comprar com 77 m², 3 quartos, 2 banheiros, 1 vaga em
Vila Machado, Jacareí",R$ 350.000 Cond. R$ 656 • IPTU R$ 450,"Tamanho do imóvel
77 m²","Quantidade de quartos
3","Quantidade de banheiros
2","Quantidade de vagas de garagem
1",Apartamento,77.0,350000.0,3.0,1.0,4545.454545454545
29,"Apartamento para comprar com 79 m², 2 quartos, 2 banheiros, 1 vaga em
Jardim Pereira do Amparo, Jacareí",R$ 590.000 Cond. R$ 500,"Tamanho do imóvel
79 m²","Quantidade de quartos
2","Quantidade de banheiros
2","Quantidade de vagas de garagem
1",Apartamento,79.0,590000.0,2.0,1.0,7468.354430379747
29,"Apartamento para comprar com 66 m², 2 quartos, 1 banheiro, 1 vaga em
Vila Machado, Jacareí",R$ 370.000 Cond. R$ 380,"Tamanho do imóvel
66 m²","Quantidade de quartos
2","Quantidade de banheiros
1","Quantidade de vagas de garagem
1",Apartamento,66.0,370000.0,2.0,1.0,5606.060606060606
29,"Apartamento para comprar com 72 m², 2 quartos, 1 banheiro, 1 vaga em
Loteamento Vila Romana, Jacareí",R$ 378.000 Cond. R$ 320 • IPTU R$ 135,"Tamanho do imóvel
72 m²","Quantidade de quartos
2","Quantidade de banheiros
1","Quantidade de vagas de garagem
1",Apartamento,72.0,378000.0,2.0,1.0,5250.0
29,"Apartamento para comprar com 72 m², 3 quartos, 2 banheiros, 2 vagas em
Loteamento Villa Branca, Jacareí",R$ 560.000,"Tamanho do imóvel
72 m²","Quantidade de quartos
3","Quantidade de banheiros
2","Quantidade de vagas de garagem
2",Apartamento,72.0,560000.0,3.0,2.0,7777.777777777777
29,"Apartamento para comprar com 88 m², 3 quartos, 2 banheiros, 2 vagas em
Vila Machado, Jacareí",R$ 639.000 Cond. R$ 516,"Tamanho do imóvel
88 m²","Quantidade de quartos
3","Quantidade de banheiros
2","Quantidade de vagas de garagem
2",Apartamento,88.0,639000.0,3.0,2.0,7261.363636363636
29,"Casa para comprar com 73 m², 3 quartos, 1 banheiro, 2 vagas em
Residencial Santa Paula, Jacareí",R$ 375.000 IPTU R$ 580,"Tamanho do imóvel
73 m²","Quantidade de quartos
3","Quantidade de banheiros
1","Quantidade de vagas de garagem
2",Casa,73.0,375000.0,3.0,2.0,5136.986301369863
29,"Casa para comprar com 190 m², 3 quartos, 3 banheiros, 2 vagas em
Loteamento Villa Branca, Jacareí",R$ 890.000 IPTU R$ 1.000,"Tamanho do imóvel
190 m²","Quantidade de quartos
3","Quantidade de banheiros
3","Quantidade de vagas de garagem
2",Casa,190.0,890000.0,3.0,2.0,4684.210526315789
29,"Apartamento para comprar com 63 m², 2 quartos, 1 banheiro, 1 vaga em
Pagador de Andrade, Jacareí",R$ 445.200 Cond. R$ 450,"Tamanho do imóvel
63 m²","Quantidade de quartos
2","Quantidade de banheiros
1","Quantidade de vagas de garagem
1",Apartamento,63.0,445200.0,2.0,1.0,7066.666666666667
29,"Sobrado para comprar com 186 m², 3 quartos, 2 banheiros, 2 vagas em
Loteamento Villa Branca, Jacareí",R$ 890.000 IPTU R$ 100,"Tamanho do imóvel
186 m²","Quantidade de quartos
3","Quantidade de banheiros
2","Quantidade de vagas de garagem
2",Casa,186.0,890000.0,3.0,2.0,4784.94623655914
29,"Casa de condomínio para comprar com 304 m², 4 quartos, 6 banheiros, 4 vagas em
Jardim Paraíba, Jacareí",R$ 2.600.000 Cond. R$ 1.100 • IPTU R$ 180,"Tamanho do imóvel
304 m²","Quantidade de quartos
4","Quantidade de banheiros
6","Quantidade de vagas de garagem
4",Casa,304.0,2600000.0,4.0,4.0,8552.631578947368
29,"Casa de condomínio para comprar com 64 m², 2 quartos, 1 banheiro, 1 vaga em
Jardim Jacinto, Jacareí",R$ 285.000 Cond. R$ 390 • IPTU R$ 50,"Tamanho do imóvel
64 m²","Quantidade de quartos
2","Quantidade de banheiros
1","Quantidade de vagas de garagem
1",Casa,64.0,285000.0,2.0,1.0,4453.125
30,"Apartamento para comprar com 58 m², 2 quartos, 2 banheiros, 1 vaga em
Jardim Califórnia, Jacareí",R$ 445.000 Cond. R$ 297 • IPTU R$ 95,"Tamanho do imóvel
58 m²","Quantidade de quartos
2","Quantidade de banheiros
2","Quantidade de vagas de garagem
1",Apartamento,58.0,445000.0,2.0,1.0,7672.413793103448
30,"Apartamento para comprar com 63 m², 2 quartos, 2 banheiros, 2 vagas em
Pagador de Andrade, Jacareí",R$ 500.000 Cond. R$ 400 • IPTU R$ 80,"Tamanho do imóvel
63 m²","Quantidade de quartos
2","Quantidade de banheiros
2","Quantidade de vagas de garagem
2",Apartamento,63.0,500000.0,2.0,2.0,7936.507936507936
30,"Apartamento para comprar com 83 m², 3 quartos, 2 banheiros, 2 vagas em
Jardim Califórnia, Jacareí",R$ 500.000 Cond. R$ 420 • IPTU R$ 103,"Tamanho do imóvel
83 m²","Quantidade de quartos
3","Quantidade de banheiros
2","Quantidade de vagas de garagem
2",Apartamento,83.0,500000.0,3.0,2.0,6024.096385542169
30,"Casa para comprar com 89 m², 3 quartos, 1 banheiro, 2 vagas em
Residencial Santa Paula, Jacareí",R$ 470.000 IPTU R$ 500,"Tamanho do imóvel
89 m²","Quantidade de quartos
3","Quantidade de banheiros
1","Quantidade de vagas de garagem
2",Casa,89.0,470000.0,3.0,2.0,5280.898876404494
30,"Apartamento para comprar com 53 m², 2 quartos, 1 banheiro, 1 vaga em
Loteamento Jardim Sol Nascente, Jacareí",R$ 280.000 Cond. R$ 500 • IPTU R$ 242,"Tamanho do imóvel
53 m²","Quantidade de quartos
2","Quantidade de banheiros
1","Quantidade de vagas de garagem
1",Apartamento,53.0,280000.0,2.0,1.0,5283.018867924528
30,"Casa para comprar com 110 m², 3 quartos, 2 banheiros, 2 vagas em
Residencial Parque dos Sinos, Jacareí",R$ 500.000 IPTU R$ 400,"Tamanho do imóvel
110 m²","Quantidade de quartos
3","Quantidade de banheiros
2","Quantidade de vagas de garagem
2",Casa,110.0,500000.0,3.0,2.0,4545.454545454545
30,"Casa para comprar com 137 m², 3 quartos, 2 banheiros, 2 vagas em
Loteamento Villa Branca, Jacareí",R$ 999.000 IPTU R$ 1.000,"Tamanho do imóvel
137 m²","Quantidade de quartos
3","Quantidade de banheiros
2-3","Quantidade de vagas de garagem
2",Casa,137.0,999000.0,3.0,2.0,7291.970802919708
30,"Casa de condomínio para comprar com 360 m², 4 quartos, 2 banheiros, 4 vagas em
Vila Zezé, Jacareí",R$ 1.200.000 Cond. R$ 800,"Tamanho do imóvel
360 m²","Quantidade de quartos
4","Quantidade de banheiros
2","Quantidade de vagas de garagem
4",Casa,360.0,1200000.0,4.0,4.0,3333.3333333333335
30,"Apartamento para comprar com 52 m², 1 quarto, 1 banheiro, 1 vaga em
Pagador de Andrade, Jacareí",R$ 410.000 Cond. R$ 350 • IPTU R$ 68,"Tamanho do imóvel
52 m²","Quantidade de quartos
1","Quantidade de banheiros
1","Quantidade de vagas de garagem
1",Apartamento,52.0,410000.0,1.0,1.0,7884.615384615385
30,"Apartamento para comprar com 61 m², 2 quartos, 2 banheiros, 1 vaga em
Pagador de Andrade, Jacareí",R$ 420.000 Cond. R$ 440 • IPTU R$ 790,"Tamanho do imóvel
61 m²","Quantidade de quartos
2","Quantidade de banheiros
2","Quantidade de vagas de garagem
1",Apartamento,61.0,420000.0,2.0,1.0,6885.245901639344
30,"Sobrado para comprar com 200 m², 3 quartos, 3 banheiros, 2 vagas em
Loteamento Villa Branca, Jacareí",R$ 900.000 IPTU R$ 900,"Tamanho do imóvel
200 m²","Quantidade de quartos
3","Quantidade de banheiros
3","Quantidade de vagas de garagem
2",Casa,200.0,900000.0,3.0,2.0,4500.0
30,"Casa para comprar com 186 m², 3 quartos, 2 banheiros, 2 vagas em
Jardim Maria Amélia, Jacareí",R$ 550.000 IPTU R$ 100,"Tamanho do imóvel
186 m²","Quantidade de quartos
3","Quantidade de banheiros
2","Quantidade de vagas de garagem
2",Casa,186.0,550000.0,3.0,2.0,2956.989247311828
30,"Apartamento para comprar com 88 m², 3 quartos, 1 banheiro, 2 vagas em
Parque Santo Antônio, Jacareí",R$ 480.000 Cond. R$ 480 • IPTU R$ 70,"Tamanho do imóvel
88 m²","Quantidade de quartos
3","Quantidade de banheiros
1-2","Quantidade de vagas de garagem
2",Apartamento,88.0,480000.0,3.0,2.0,5454.545454545455
30,"Casa para comprar com 176 m², 3 quartos, 1 banheiro em
Cidade Jardim, Jacareí",R$ 580.000,"Tamanho do imóvel
176 m²","Quantidade de quartos
3","Quantidade de banheiros
1",,Casa,176.0,580000.0,3.0,,3295.4545454545455
30,"Casa para comprar com 102 m², 3 quartos, 1 banheiro, 3 vagas em
Jardim Colônia, Jacareí",R$ 425.000 IPTU R$ 89,"Tamanho do imóvel
102 m²","Quantidade de quartos
3","Quantidade de banheiros
1","Quantidade de vagas de garagem
3",Casa,102.0,425000.0,3.0,3.0,4166.666666666667
30,"Apartamento para comprar com 68 m², 2 quartos, 1 banheiro, 1 vaga em
Jardim Flórida, Jacareí",R$ 320.000 Cond. R$ 340,"Tamanho do imóvel
68 m²","Quantidade de quartos
2","Quantidade de banheiros
1","Quantidade de vagas de garagem
1",Apartamento,68.0,320000.0,2.0,1.0,4705.882352941177
30,"Casa de condomínio para comprar com 112 m², 3 quartos, 2 banheiros, 2 vagas em
Jardim Califórnia, Jacareí",R$ 586.000 Cond. R$ 380 • IPTU R$ 60,"Tamanho do imóvel
112 m²","Quantidade de quartos
3","Quantidade de banheiros
2","Quantidade de vagas de garagem
2",Casa,112.0,586000.0,3.0,2.0,5232.142857142857
30,"Apartamento para comprar com 65 m², 2 quartos, 1 banheiro, 1 vaga em
Jardim Califórnia, Jacareí",R$ 405.000 Cond. R$ 400,"Tamanho do imóvel
65 m²","Quantidade de quartos
2","Quantidade de banheiros
1","Quantidade de vagas de garagem
1",Apartamento,65.0,405000.0,2.0,1.0,6230.7692307692305
30,"Apartamento para comprar com 70 m², 3 quartos, 2 banheiros, 2 vagas em
Jardim Califórnia, Jacareí",R$ 630.000 Cond. R$ 377 • IPTU R$ 55,"Tamanho do imóvel
70 m²","Quantidade de quartos
3","Quantidade de banheiros
2","Quantidade de vagas de garagem
2",Apartamento,70.0,630000.0,3.0,2.0,9000.0
30,"Casa de condomínio para comprar com 1000 m² em
Chácaras Rurais Guararema, Jacareí",R$ 100.000 Cond. R$ 100,"Tamanho do imóvel
1000 m²",,,,Casa,1000.0,100000.0,,,100.0
30,"Sobrado para comprar com 182 m², 3 quartos, 1 banheiro, 2 vagas em
Residencial Santa Paula, Jacareí",R$ 600.000,"Tamanho do imóvel
182 m²","Quantidade de quartos
3","Quantidade de banheiros
1","Quantidade de vagas de garagem
2",Casa,182.0,600000.0,3.0,2.0,3296.703296703297
30,"Apartamento para comprar com 98 m², 3 quartos, 2 banheiros, 1 vaga em
Jardim Califórnia, Jacareí",R$ 394.000 Cond. R$ 600 • IPTU R$ 80,"Tamanho do imóvel
98 m²","Quantidade de quartos
3","Quantidade de banheiros
2","Quantidade de vagas de garagem
1",Apartamento,98.0,394000.0,3.0,1.0,4020.408163265306
30,"Apartamento para comprar com 64 m², 2 quartos, 2 banheiros, 1 vaga em
Loteamento Villa Branca, Jacareí",R$ 520.000 Cond. R$ 406 • IPTU R$ 100,"Tamanho do imóvel
64 m²","Quantidade de quartos
2","Quantidade de banheiros
2","Quantidade de vagas de garagem
1",Apartamento,64.0,520000.0,2.0,1.0,8125.0
31,"Casa de condomínio para comprar com 123 m², 3 quartos, 2 banheiros, 2 vagas em
Jardim Jacinto, Jacareí",R$ 899.000 Cond. R$ 500 • IPTU R$ 1.000,"Tamanho do imóvel
123 m²","Quantidade de quartos
3","Quantidade de banheiros
2","Quantidade de vagas de garagem
2",Casa,123.0,899000.0,3.0,2.0,7308.943089430894
31,"Casa de condomínio para comprar com 132 m², 3 quartos, 2 banheiros, 4 vagas em
Jardim Jacinto, Jacareí",R$ 960.000 Cond. R$ 380 • IPTU R$ 1.000,"Tamanho do imóvel
132 m²","Quantidade de quartos
3","Quantidade de banheiros
2","Quantidade de vagas de garagem
4",Casa,132.0,960000.0,3.0,4.0,7272.727272727273
31,"Apartamento para comprar com 63 m², 2 quartos, 2 banheiros, 2 vagas em
Pagador de Andrade, Jacareí",R$ 500.000 Cond. R$ 400 • IPTU R$ 80,"Tamanho do imóvel
63 m²","Quantidade de quartos
2","Quantidade de banheiros
2","Quantidade de vagas de garagem
2",Apartamento,63.0,500000.0,2.0,2.0,7936.507936507936
31,"Apartamento para comprar com 62 m², 2 quartos, 2 banheiros, 1 vaga em
Pagador de Andrade, Jacareí",R$ 395.000 Cond. R$ 420 • IPTU R$ 86 Preço abaixo do mercado,"Tamanho do imóvel
62 m²","Quantidade de quartos
2","Quantidade de banheiros
2","Quantidade de vagas de garagem
1",Apartamento,62.0,395000.0,2.0,1.0,6370.967741935484
31,"Sobrado para comprar com 245 m², 3 quartos, 3 banheiros, 2 vagas em
Loteamento Villa Branca, Jacareí",R$ 830.000 IPTU R$ 920 Preço abaixo do mercado,"Tamanho do imóvel
245 m²","Quantidade de quartos
3","Quantidade de banheiros
3","Quantidade de vagas de garagem
2",Casa,245.0,830000.0,3.0,2.0,3387.7551020408164
31,"Casa para comprar com 110 m², 3 quartos, 2 banheiros, 2 vagas em
Loteamento Villa Branca, Jacareí",R$ 840.000,"Tamanho do imóvel
110 m²","Quantidade de quartos
3","Quantidade de banheiros
2","Quantidade de vagas de garagem
2",Casa,110.0,840000.0,3.0,2.0,7636.363636363636
31,"Casa para comprar com 100 m², 2 quartos, 2 banheiros, 2 vagas em
Loteamento Villa Branca, Jacareí",R$ 670.000 IPTU R$ 800,"Tamanho do imóvel
100 m²","Quantidade de quartos
2","Quantidade de banheiros
2","Quantidade de vagas de garagem
2",Casa,100.0,670000.0,2.0,2.0,6700.0
31,"Apartamento para comprar com 68 m², 2 quartos, 1 banheiro, 1 vaga em
Parque Santo Antônio, Jacareí",R$ 390.000 Cond. R$ 460 • IPTU R$ 68,"Tamanho do imóvel
68 m²","Quantidade de quartos
2","Quantidade de banheiros
1","Quantidade de vagas de garagem
1",Apartamento,68.0,390000.0,2.0,1.0,5735.294117647059
31,"Casa para comprar com 120 m², 3 quartos, 2 banheiros, 2 vagas em
Loteamento Villa Branca, Jacareí",R$ 680.000,"Tamanho do imóvel
120 m²","Quantidade de quartos
3","Quantidade de banheiros
2","Quantidade de vagas de garagem
2",Casa,120.0,680000.0,3.0,2.0,5666.666666666667
31,"Apartamento para comprar com 97 m², 3 quartos, 2 banheiros, 2 vagas em
Centro, Jacareí",R$ 650.000 Cond. R$ 600 • IPTU R$ 90,"Tamanho do imóvel
97 m²","Quantidade de quartos
3","Quantidade de banheiros
2","Quantidade de vagas de garagem
2",Apartamento,97.0,650000.0,3.0,2.0,6701.030927835051
31,"Sobrado para comprar com 207 m², 3 quartos, 3 banheiros, 1 vaga em
Centro, Jacareí",R$ 585.000 IPTU R$ 150,"Tamanho do imóvel
207 m²","Quantidade de quartos
3","Quantidade de banheiros
3","Quantidade de vagas de garagem
1",Casa,207.0,585000.0,3.0,1.0,2826.086956521739
31,"Sobrado para comprar com 120 m², 3 quartos, 2 banheiros, 1 vaga em
Jardim Paraíba, Jacareí",R$ 600.000 IPTU R$ 100,"Tamanho do imóvel
120 m²","Quantidade de quartos
3","Quantidade de banheiros
2","Quantidade de vagas de garagem
1",Casa,120.0,600000.0,3.0,1.0,5000.0
31,"Apartamento para comprar com 50 m², 2 quartos, 1 banheiro, 1 vaga em
Jardim Califórnia, Jacareí",R$ 243.000 Cond. R$ 500 • IPTU R$ 120,"Tamanho do imóvel
50 m²","Quantidade de quartos
2","Quantidade de banheiros
1","Quantidade de vagas de garagem
1",Apartamento,50.0,243000.0,2.0,1.0,4860.0
31,"Casa para comprar com 250 m², 3 quartos, 2 banheiros, 2 vagas em
Jardim Santa Maria, Jacareí",R$ 550.000 Preço abaixo do mercado,"Tamanho do imóvel
250 m²","Quantidade de quartos
3","Quantidade de banheiros
2","Quantidade de vagas de garagem
2",Casa,250.0,550000.0,3.0,2.0,2200.0
31,"Apartamento para comprar com 65 m², 2 quartos, 1 banheiro, 1 vaga em
Jardim das Indústrias, Jacareí",R$ 340.000 Cond. R$ 280 • IPTU R$ 350,"Tamanho do imóvel
65 m²","Quantidade de quartos
2","Quantidade de banheiros
1","Quantidade de vagas de garagem
1",Apartamento,65.0,340000.0,2.0,1.0,5230.7692307692305
31,"Casa para comprar com 210 m², 3 quartos, 2 banheiros, 2 vagas em
Cidade Jardim, Jacareí",R$ 790.000 IPTU R$ 785,"Tamanho do imóvel
210 m²","Quantidade de quartos
3","Quantidade de banheiros
2","Quantidade de vagas de garagem
2",Casa,210.0,790000.0,3.0,2.0,3761.904761904762
31,"Casa para comprar com 122 m², 2 quartos, 1 banheiro, 2 vagas em
Jardim Maria Amélia, Jacareí",R$ 424.000,"Tamanho do imóvel
122 m²","Quantidade de quartos
2","Quantidade de banheiros
1","Quantidade de vagas de garagem
2",Casa,122.0,424000.0,2.0,2.0,3475.409836065574
31,"Casa de condomínio para comprar com 170 m², 3 quartos, 1 banheiro, 2 vagas em
Parque Imperial, Jacareí",R$ 640.000 Cond. R$ 650,"Tamanho do imóvel
170 m²","Quantidade de quartos
3","Quantidade de banheiros
1","Quantidade de vagas de garagem
2",Casa,170.0,640000.0,3.0,2.0,3764.705882352941
31,"Apartamento para comprar com 46 m², 2 quartos, 1 banheiro, 1 vaga em
Loteamento Villa Branca, Jacareí",R$ 350.000 Cond. R$ 365 • IPTU R$ 70,"Tamanho do imóvel
46 m²","Quantidade de quartos
2","Quantidade de banheiros
1","Quantidade de vagas de garagem
1",Apartamento,46.0,350000.0,2.0,1.0,7608.695652173913
31,"Sobrado para comprar com 140 m², 3 quartos, 3 banheiros, 2 vagas em
Residencial Santa Paula, Jacareí",R$ 586.000 IPTU R$ 67,"Tamanho do imóvel
140 m²","Quantidade de quartos
3","Quantidade de banheiros
3","Quantidade de vagas de garagem
2",Casa,140.0,586000.0,3.0,2.0,4185.714285714285
31,"Casa para comprar com 150 m², 3 quartos, 2 banheiros, 4 vagas em
Loteamento Villa Branca, Jacareí",R$ 760.000 IPTU R$ 75,"Tamanho do imóvel
150 m²","Quantidade de quartos
3","Quantidade de banheiros
2","Quantidade de vagas de garagem
4",Casa,150.0,760000.0,3.0,4.0,5066.666666666667
31,"Apartamento para comprar com 85 m², 3 quartos, 2 banheiros, 2 vagas em
Jardim Flórida, Jacareí",R$ 699.000 Cond. R$ 923,"Tamanho do imóvel
85 m²","Quantidade de quartos
3","Quantidade de banheiros
2","Quantidade de vagas de garagem
2",Apartamento,85.0,699000.0,3.0,2.0,8223.529411764706
31,"Apartamento para comprar com 94 m², 3 quartos, 1 banheiro, 2 vagas em
Jardim Califórnia, Jacareí",R$ 375.000 Cond. R$ 530 • IPTU R$ 300 Preço abaixo do mercado,"Tamanho do imóvel
94 m²","Quantidade de quartos
3","Quantidade de banheiros
1","Quantidade de vagas de garagem
2",Apartamento,94.0,375000.0,3.0,2.0,3989.3617021276596
31,"Apartamento para comprar com 53 m², 2 quartos, 1 banheiro, 1 vaga em
Jardim das Indústrias, Jacareí",R$ 390.000 Cond. R$ 279 • IPTU R$ 50,"Tamanho do imóvel
53 m²","Quantidade de quartos
2","Quantidade de banheiros
1","Quantidade de vagas de garagem
1",Apartamento,53.0,390000.0,2.0,1.0,7358.490566037736
32,"Casa de condomínio para comprar com 259 m², 3 quartos, 3 banheiros, 4 vagas em
Parque Califórnia, Jacareí",R$ 1.500.000 Cond. R$ 450 Preço abaixo do mercado,"Tamanho do imóvel
259 m²","Quantidade de quartos
3","Quantidade de banheiros
3","Quantidade de vagas de garagem
4",Casa,259.0,1500000.0,3.0,4.0,5791.505791505791
32,"Casa de condomínio para comprar com 74 m², 2 quartos, 2 banheiros, 2 vagas em
Jardim Primavera, Jacareí",R$ 511.000 Cond. R$ 450 • IPTU R$ 900,"Tamanho do imóvel
74 m²","Quantidade de quartos
2","Quantidade de banheiros
2","Quantidade de vagas de garagem
2",Casa,74.0,511000.0,2.0,2.0,6905.405405405405
32,"Casa de condomínio para comprar com 167 m², 4 quartos, 3 banheiros, 2 vagas em
Jardim Santa Maria, Jacareí",R$ 745.000 Cond. R$ 450,"Tamanho do imóvel
167 m²","Quantidade de quartos
4","Quantidade de banheiros
3","Quantidade de vagas de garagem
2",Casa,167.0,745000.0,4.0,2.0,4461.077844311377
32,"Apartamento para comprar com 62 m², 2 quartos, 2 banheiros, 1 vaga em
Pagador de Andrade, Jacareí",R$ 445.000 Cond. R$ 385 • IPTU R$ 100,"Tamanho do imóvel
62 m²","Quantidade de quartos
2","Quantidade de banheiros
2","Quantidade de vagas de garagem
1",Apartamento,62.0,445000.0,2.0,1.0,7177.419354838709
32,"Casa para comprar com 137 m², 3 quartos, 2 banheiros, 2 vagas em
Loteamento Villa Branca, Jacareí",R$ 1.090.000 IPTU R$ 100,"Tamanho do imóvel
137 m²","Quantidade de quartos
3","Quantidade de banheiros
2","Quantidade de vagas de garagem
2",Casa,137.0,1090000.0,3.0,2.0,7956.204379562044
32,"Casa para comprar com 85 m², 3 quartos, 1 banheiro em
Jardim Primavera, Jacareí",R$ 350.000,"Tamanho do imóvel
85 m²","Quantidade de quartos
3","Quantidade de banheiros
1",,Casa,85.0,350000.0,3.0,,4117.64705882353
32,"Casa para comprar com 190 m², 3 quartos, 2 banheiros, 6 vagas em
Vila Martinez, Jacareí",R$ 650.000,"Tamanho do imóvel
190 m²","Quantidade de quartos
3","Quantidade de banheiros
2","Quantidade de vagas de garagem
6",Casa,190.0,650000.0,3.0,6.0,3421.0526315789475
32,"Casa para comprar com 152 m², 3 quartos, 2 banheiros, 2 vagas em
Parque Itamarati, Jacareí",R$ 430.000,"Tamanho do imóvel
152 m²","Quantidade de quartos
3","Quantidade de banheiros
2","Quantidade de vagas de garagem
2",Casa,152.0,430000.0,3.0,2.0,2828.9473684210525
32,"Apartamento para comprar com 62 m², 2 quartos, 1 banheiro, 1 vaga em
Jardim Nova Esperança, Jacareí",R$ 438.000 Cond. R$ 450 • IPTU R$ 45,"Tamanho do imóvel
62 m²","Quantidade de quartos
2","Quantidade de banheiros
1","Quantidade de vagas de garagem
1",Apartamento,62.0,438000.0,2.0,1.0,7064.5161290322585
32,"Casa para comprar com 122 m², 4 quartos, 3 banheiros, 1 vaga em
Centro, Jacareí",R$ 470.000 IPTU R$ 50,"Tamanho do imóvel
122 m²","Quantidade de quartos
4","Quantidade de banheiros
3","Quantidade de vagas de garagem
1",Casa,122.0,470000.0,4.0,1.0,3852.4590163934427
32,"Apartamento para comprar com 39 m², 2 quartos, 1 banheiro, 1 vaga em
Vila Nova Aliança, Jacareí",R$ 200.000 Cond. R$ 310,"Tamanho do imóvel
39 m²","Quantidade de quartos
2","Quantidade de banheiros
1","Quantidade de vagas de garagem
1",Apartamento,39.0,200000.0,2.0,1.0,5128.205128205128
32,"Casa para comprar com 177 m², 4 quartos, 2 banheiros, 2 vagas em
Jardim Mesquita, Jacareí",R$ 530.000 IPTU R$ 70,"Tamanho do imóvel
177 m²","Quantidade de quartos
4","Quantidade de banheiros
2","Quantidade de vagas de garagem
2",Casa,177.0,530000.0,4.0,2.0,2994.3502824858756
32,"Apartamento para comprar com 72 m², 2 quartos, 1 banheiro, 2 vagas em
Jardim Flórida, Jacareí",R$ 290.000 Cond. R$ 490 • IPTU R$ 480,"Tamanho do imóvel
72 m²","Quantidade de quartos
2","Quantidade de banheiros
1","Quantidade de vagas de garagem
2",Apartamento,72.0,290000.0,2.0,2.0,4027.777777777778
32,"Apartamento para comprar com 73 m², 2 quartos, 2 banheiros, 1 vaga em
Bairro do Colonia, Jacareí",R$ 360.000 Cond. R$ 336 • IPTU R$ 67,"Tamanho do imóvel
73 m²","Quantidade de quartos
2","Quantidade de banheiros
2","Quantidade de vagas de garagem
1",Apartamento,73.0,360000.0,2.0,1.0,4931.506849315068
32,"Apartamento para comprar com 88 m², 3 quartos, 2 banheiros, 2 vagas em
Parque Santo Antônio, Jacareí",R$ 550.000 Cond. R$ 599 • IPTU R$ 76,"Tamanho do imóvel
88 m²","Quantidade de quartos
3","Quantidade de banheiros
2","Quantidade de vagas de garagem
2",Apartamento,88.0,550000.0,3.0,2.0,6250.0
32,"Apartamento para comprar com 48-50 m², 2 quartos, 1 banheiro, 1 vaga em
Loteamento Villa Branca, Jacareí",R$ 426.000 Cond. R$ 550 • IPTU R$ 375,"Tamanho do imóvel
48-50 m²","Quantidade de quartos
2","Quantidade de banheiros
1","Quantidade de vagas de garagem
1",Apartamento,48.0,426000.0,2.0,1.0,8875.0
32,"Casa para comprar com 125 m², 3 quartos, 1 banheiro, 1 vaga em
Jardim Bela Vista, Jacareí",R$ 375.000 IPTU R$ 745,"Tamanho do imóvel
125 m²","Quantidade de quartos
3","Quantidade de banheiros
1","Quantidade de vagas de garagem
1",Casa,125.0,375000.0,3.0,1.0,3000.0
32,"Casa de condomínio para comprar com 95 m², 2 quartos, 1 banheiro, 2 vagas em
Bairro do Colonia, Jacareí",R$ 383.000 Cond. R$ 330 • IPTU R$ 43,"Tamanho do imóvel
95 m²","Quantidade de quartos
2","Quantidade de banheiros
1","Quantidade de vagas de garagem
2",Casa,95.0,383000.0,2.0,2.0,4031.5789473684213
32,"Apartamento para comprar com 65 m², 2 quartos, 1 banheiro, 1 vaga em
Loteamento Vila Romana, Jacareí",R$ 245.000 Cond. R$ 400 • IPTU R$ 50,"Tamanho do imóvel
65 m²","Quantidade de quartos
2","Quantidade de banheiros
1","Quantidade de vagas de garagem
1",Apartamento,65.0,245000.0,2.0,1.0,3769.230769230769
32,"Apartamento para comprar com 55 m², 2 quartos, 1 banheiro, 1 vaga em
Cidade Salvador, Jacareí",R$ 290.000 Cond. R$ 390 • IPTU R$ 500,"Tamanho do imóvel
55 m²","Quantidade de quartos
2","Quantidade de banheiros
1","Quantidade de vagas de garagem
1",Apartamento,55.0,290000.0,2.0,1.0,5272.727272727273
33,"Casa para comprar com 78 m², 3 quartos, 1 banheiro, 2 vagas em
Residencial Santa Paula, Jacareí",R$ 450.000 IPTU R$ 460,"Tamanho do imóvel
78 m²","Quantidade de quartos
3","Quantidade de banheiros
1","Quantidade de vagas de garagem
2",Casa,78.0,450000.0,3.0,2.0,5769.2307692307695
33,"Apartamento para comprar com 75 m², 3 quartos, 2 banheiros, 1 vaga em
Vila Machado, Jacareí",R$ 456.000 Cond. R$ 550 • IPTU R$ 90,"Tamanho do imóvel
75 m²","Quantidade de quartos
3","Quantidade de banheiros
2","Quantidade de vagas de garagem
1",Apartamento,75.0,456000.0,3.0,1.0,6080.0
33,"Casa para comprar com 204 m², 3 quartos, 2 banheiros, 2 vagas em
Loteamento Villa Branca, Jacareí",R$ 930.000 IPTU R$ 80,"Tamanho do imóvel
204 m²","Quantidade de quartos
3","Quantidade de banheiros
2","Quantidade de vagas de garagem
2",Casa,204.0,930000.0,3.0,2.0,4558.823529411765
